"","Flemingibacterium","Gryllotalpicola","CAG-177","Marvinbryantia","1XD42-69","CAG-45","Faecousia","Alloprevotella","UBA9732","Mediterraneibacter_A","UMGS973","CAG-873","Angelakisella","AF33-28","HGM11808","Aveggerthella","QWKK01","UBA737","RUG626","Ruminiclostridium_E","RGIG6919","UMGS1590","Bariatricus","Howiella","Geodermatophilus","UMGS1820","Mageeibacillus","Desulfovibrio","Traorella","CAG-115","Paeniglutamicibacter","Stercoripulliclostridium_A","Butyrivibrio_A","UMGS1384","Martelella","Gemmiger","Sphaerochaeta","HUN007","Eubacterium_G","Limivicinus","UBA5905","CAJFUR01","HGM13222","QXXE01","Ornithomonoglobus","UBA1246","Copromorpha","Flavonifractor","SFJ001","UBA11774","RUG762","UBA3305","Merdivicinus","MGBC163016","Pelethousia","Devosia_A","CAG-83","CAG-964","Raoultibacter","MGBC124762","Planotetraspora","Enterococcus_A","Baileyella","Coprococcus","Firm-04","Ruminococcus_E","Hydrogenoanaerobacterium","UBA4644","Scatosoma","Ruminococcus_F","Choladousia","UBA738","Pseudodesulfovibrio","UMGS1601","KLE1615","Stercorousia","Dorea_A","UBA1366","UMGS856","Mediterraneibacter","Ventricola","Alistipes_A","Faecivivens","Alistipes","D16-34","Pullichristensenella","Choladocola","Slackia_A","Longicatena","Instestinimonas_A","WRMH01","Anaerobiospirillum","CAG-1427","Dorea","Faeciplasma","Luteimonas","CAG-127","Alangreenwoodia","UMGS915","Caccousia","CAG-510","Coprococcus_A","QANA01","Butyribacter","Metaruminococcus","UBA9722","RUG306","D16-63","UMGS172","Parvibaculum","QANG01","Zoogloea","Fimivivens","Oscillibacter","UBA6987","Cohnella","Pseudoruminococcus_A","Protoclostridium","Massilimaliae","UBA10281","UBA3855","Ruminococcus_B","UBA3818","UBA4675","UMGS1375","Limosilactobacillus","RUG420","SIG588","DTU089","NSJ-40","UMGS1591","Avispirillum","RUG115","ER4","Evtepia","Enterococcus_B","CAG-217","Fimenecus","Spyradosoma","Parvibacter","RUG806","UMGS1766","Alloscillospira","CAJJNI01","Onthomonas","UBA2804","UMGS1477","Coprovicinus","CAG-488","Ventrisoma","Pseudoflavonifractor","UBA3212","UBA6857","UBA1213","Limiplasma","Enorma","Fimadaptatus","Pararuminococcus","RUG013","Aphodomonas","UMGS1474","JAEUJQ01","Paratractidigestivibacter","SIG578","RUG147","Pygmaiobacter","UBA1417","CAG-238","HGM13010","Bacteroides_F","Fusicatenibacter","Dethiosulfatibacter","HGM13006","Kibdelosporangium","UMGS363","RGIG8773","UMGS1279","CAG-353","UBA629","Oxalobacter","UMGS1668","NSJ-62","Ruminococcus_D","Christensenella","Spyradocola","Egerieenecus","Izemoplasma_B","HGM12998","UMGS1585","Firm-16","RGIG7926","Merdisoma","Senegalimassilia","CAG-170","Klebsiella","CAG-95","Acetatifactor","F23-B02","RUG592","Adlercreutzia","ISDg","Aphodoplasma","UMGS1976","JAGTTR01","Luteibacter","Hansschlegelia","UBA3402","CAIFEB01","UMGS1519","Eubacterium_R","Ruminococcus_C","Aphodomorpha","Streptacidiphilus","Pediococcus","Anaerobutyricum","CACXMZ01","UBA1081","RUG11783","NSJ-63","Azonexus","UMGS1858","AM51-8","V9D3004","UMGS1889","Scatomorpha","CAAEEV01","Petroclostridium","Thermoclostridium_A","Limivivens","CAJJPW01","Flexilinea","Fimihabitans","Eubacterium_I","Ruminococcus","Ethanoligenens","CAG-791","CAG-103","Butyricicoccus_A","Planktophila","Eubacterium_F","Pararhizobium","UMGS1494","Ezakiella","UBA5884","SIG469","Rhizomicrobium","Pseudooceanicola","UBA7477","Acidithiobacillus","UBA2658","Murdochiella","Roseinatronobacter","T78","RGIG4131","RGIG3513","UBA3077","Alectryocaccomicrobium","UBA940","Acetobacter","Succinimonas","Merdousia","Methylophaga","Barnesiella","UBA1201","UBA10908","Sporobacter","WQUU01","RGIG5705","Faecivicinus","Paenibacillus_O","RGIG6375","RGIG529","Bruticola","Spyradenecus","RGIG446","RGIG1959","SZUA-22","Neoruminococcus","Avichristensenella","RGIG2439","RGIG2707","HGM11616","Avelusimicrobium","SIG488","RGIG7114","UBA1774","RGIG3135","RUG14258","UBA1447","RGIG3726","HGM11412","Schlesneria","Anaeromusa","Anaerosalibacter_A","Fimimonas","RGIG4130","Excrementavichristensenella","JAAZKA01","SIG565","CAJOIG01","Avimonas_A","Alloruminococcus","WRAV01","Ruminiclostridium_D","SIG483","RUG11204","RUG11623","Actinoalloteichus","RGIG2893","JAEELK01","Rhodoluna","PWU20","Propionicimonas","SIG589","Synergistes","UBA4636","RUG13409","ZJ304","Stappia","RGIG3009","Woodwardibium","UBA1227","Ventrousia","Ndongobacter","UBA1446","SIG502","UBA1425","Palsa-739","Gallacutalibacter","JAAZZIT01","Scybalosoma","SIG603","Leisingera","RUG714","UBA1221","RGIG1902","Phoenicibacter","WRAB01","SIG440","Thioalkalivibrio_B","RGIG8762","SIG454","UBA3738","QAKL01","RUG612","Noviherbaspirillum","UBA5540","RGIG7067","RGIG2774","RUG14223","RUG11142","RGIG426","Scatenecus","SIG598","RGIG7179","Pontiella","UBA8612","RGIG3566","Faecalibaculum","QAKD01","RGIG4074","Avimonoglobus","RUG11462","RGIG3077","SFWF01","Heteroruminococcus","RGIG7949","Loktanella","UBA11540","RUG11894","Pueribacillus","UBA1440","CAJPSE01","SIG607","Tabaqchalia","SYFI01","Inconstantimicrobium","SXXK01","UBA2922","RGIG5472","HGM12789","QAKS01","WRMQ01","RGIG3171","Methyloprofundus","Onthenecus","Geddesella","Turneriella","Anaerosolibacter","UBA1174","UBA8129","SIG495","Schneewindia","RGIG4076","RGIG6097","Tolypothrix_B","UMGS621","RGIG2163","JAAYOP01","RGIG5636","JAEDDG01","UBA4311","Limnothrix","UBA3920","UBA4720","Luteococcus","RGIG2945","Kaistia","SVCP01","Nitratireductor","CAIXEA01","UBA11475","RUG13615","Chthonomonas","RGIG6969","Conexibacter","PLLO","RUG100","W1P20-047","Ornithomonoglobus_A","JAAZBA01","UBA1771","UMGS1224","RCIO01","SIG371","WRMW01","Ancylobacter_B","RUG14109","RGIG3732","Natronogracilivirgula"
"PRISM.7122",2.30485830209526e-06,0,8.34967535853375e-06,0.000190172553869105,0.000202479627444444,0.000138465449695685,0.000185823764619868,0.00011206829895282,4.78366817415996e-07,3.89651516731575e-05,1.95695516215635e-06,0.000105197211939027,6.49274234910984e-05,1.19591704353999e-05,1.03066305206901e-05,2.56578565704944e-06,4.60971660419051e-06,2.6571102312834e-05,8.69757849847266e-07,1.5916568652205e-05,7.8278206486254e-07,2.91368879698834e-06,0.000173864594184469,2.56578565704944e-06,5.2185470990836e-07,5.08808342160651e-06,4.78366817415996e-07,2.56578565704944e-06,1.34812466726326e-06,8.26269957354903e-06,0,0,5.04459552911414e-05,2.41357803332616e-05,0,0.000175821549346625,0,5.91435337896141e-06,0.000130333213799613,0.000441315133012503,6.13179284142323e-06,7.08852647625522e-06,1.50468108023577e-05,1.80909632768231e-05,3.65298296935852e-06,0,2.03958215789184e-05,0.00752183983704913,1.26114888227854e-06,0.000593131365703343,3.17461615194252e-06,2.00044305464871e-06,1.53947139422966e-05,6.13179284142323e-06,4.65320449668287e-06,0,0.000147554419226589,4.00088610929742e-06,3.34856772191197e-06,3.26159193692725e-06,0,9.04548163841157e-06,2.65276144203416e-06,5.67951875950265e-05,7.61038118616358e-06,5.84477275097363e-05,2.00479184389795e-05,2.17439462461817e-06,4.17483767926688e-06,1.86997937717162e-06,0.000241923145935017,4.43576503422106e-06,1.34812466726326e-06,6.74062333631631e-06,1.69167901795293e-05,1.08719731230908e-05,0.000307546375705993,0,0.000154599457810352,0.000736119556218234,1.29593919627243e-05,2.39183408707998e-06,1.95695516215635e-06,0.0018370590425549,6.17528073391559e-06,1.7830035921869e-06,0.000342684592839823,8.00177221859485e-06,0.00104340500456927,4.1530937330207e-05,5.2185470990836e-07,7.39294172370176e-07,8.61495150273717e-05,0.000450752005683346,1.15677794029686e-05,9.1324574233963e-07,6.54492782010068e-05,9.1324574233963e-07,0,3.18331373044099e-05,3.02675731746849e-05,4.06176915878673e-05,7.96698190460096e-05,0.000328159636747374,0.000143944924149723,6.08830494893086e-07,2.6092735495418e-06,1.17417309729381e-06,0,0,8.26269957354903e-06,0,1.36551982426021e-05,8.48013903601085e-06,5.2185470990836e-06,2.00044305464871e-06,2.1309067321258e-06,6.08830494893086e-07,0.000255273928930173,2.1309067321258e-06,6.69713544382395e-06,0.00579245681630532,1.17417309729381e-05,0,0.000121461683731171,1.48728592323883e-05,1.21766098978617e-06,4.78366817415996e-07,5.69691391649959e-06,1.16982430804457e-05,4.43576503422106e-06,9.21943320838102e-06,4.14004736527299e-05,0.000111807371597866,0.00402419561967333,3.26159193692725e-05,6.43620808886977e-06,1.69602780720217e-05,0,1.25245130378006e-05,5.60993813151487e-06,1.65253991470981e-06,1.21766098978617e-06,0.000165123527793503,0.000257752738802237,1.04370941981672e-06,4.43576503422106e-06,0,4.08786189428215e-06,1.98304789765177e-05,3.80953938233103e-05,4.78366817415996e-07,8.6540906059803e-06,1.04805820906596e-05,1.10024368005679e-05,6.91457490628577e-06,3.75300512209095e-05,6.56667176634686e-05,4.78366817415996e-07,4.65320449668287e-06,1.21766098978617e-06,0,5.2185470990836e-07,0,3.9139103243127e-06,5.52296234653014e-06,0.000137334764490883,8.82804217594975e-06,1.13938278329992e-05,5.57949660677021e-05,0.000143423069439814,0,6.48404477061137e-05,0,6.30574441139268e-06,3.08764036695779e-06,2.47880987206471e-06,2.04393094714108e-05,9.4803605633352e-06,8.96285464267608e-05,5.69691391649959e-06,1.15677794029686e-05,0.00129111204020577,9.82826370327411e-06,1.0176166843213e-05,8.48013903601085e-06,0,1.34812466726326e-05,4.00088610929742e-06,2.17439462461817e-06,2.30485830209526e-06,0.000189041868664303,9.65431213330465e-06,2.49620502906165e-05,1.60470323296821e-05,0.000236313207803502,0.000304980590048944,2.82671301200362e-05,5.43598656154541e-06,0.0101008893013087,7.47991750868649e-06,9.1324574233963e-07,1.65253991470981e-06,2.21353372786129e-05,0,0,0.000645403812479164,5.65342602400723e-07,8.69757849847266e-07,6.75801849331326e-05,2.44836834732005e-05,5.2185470990836e-07,6.5231838738545e-07,7.3494538312094e-06,0.00119065500854842,1.04370941981672e-06,5.95784127145377e-06,0,1.56556412972508e-06,2.26137040960289e-06,6.5231838738545e-07,8.32793141228757e-05,1.25245130378006e-05,9.56733634831993e-07,5.64907723475799e-05,4.08786189428215e-06,9.1324574233963e-07,7.8278206486254e-07,0.000114590596717377,1.56556412972508e-06,1.21766098978617e-06,8.13223589607194e-06,0.000150207180668623,6.2361637834049e-05,1.13068520480145e-06,3.34856772191197e-05,1.03936063056748e-05,1.38726377050639e-05,4.34878924923633e-07,0.001301201231264,9.56733634831993e-07,3.11808189170245e-05,2.1309067321258e-06,3.07024520996085e-05,0,1.69602780720217e-06,1.08719731230908e-06,3.08764036695779e-06,0,1.18287067579228e-05,2.91368879698834e-06,0,0,0,0,0,1.95695516215635e-06,0,0,0,1.65253991470981e-06,0,2.61362233879103e-05,3.60949507686615e-06,0,1.26114888227854e-06,0,4.21832557175924e-06,1.73951569969453e-06,0,9.1324574233963e-07,0,0,0,1.91346726966399e-06,5.65342602400723e-07,5.65342602400723e-07,1.04370941981672e-06,0,0,0,7.8278206486254e-07,4.34878924923633e-07,7.8278206486254e-07,3.52251929188143e-06,4.60971660419051e-06,7.39294172370176e-07,0,6.08830494893086e-07,0,5.65342602400723e-07,0,0,0,6.95806279877813e-07,0,0,0,0,1.52207623723272e-06,1.7830035921869e-06,3.69647086185088e-06,1.43510045224799e-06,8.26269957354903e-07,7.39294172370176e-07,0,0,0,7.8278206486254e-07,0,0,0,0,5.2185470990836e-07,5.65342602400723e-07,0,5.65342602400723e-07,1.3046367747709e-06,0,1.69602780720217e-06,2.39183408707998e-06,1.60905202221744e-06,1.60905202221744e-06,0,5.65342602400723e-07,0,2.34834619458762e-06,0,9.56733634831993e-07,0,0,1.17417309729381e-06,0,1.34812466726326e-06,0,6.08830494893086e-07,0,0,4.34878924923633e-07,0,2.65276144203416e-06,0,4.34878924923633e-07,0,4.34878924923633e-07,6.08830494893086e-07,0,4.78366817415996e-07,1.86997937717162e-06,4.34878924923633e-07,4.78366817415996e-07,4.34878924923633e-07,8.69757849847266e-07,5.65342602400723e-07,1.3046367747709e-06,6.5231838738545e-07,2.56578565704944e-06,7.8278206486254e-07,0,0,0,2.69624933452653e-06,1.95695516215635e-06,0,2.17439462461817e-06,1.60905202221744e-06,0,0,0,6.95806279877813e-07,0,0,0,9.56733634831993e-07,1.43510045224799e-06,0,0,0,1.34812466726326e-06,1.60905202221744e-06,7.8278206486254e-07,0,1.86997937717162e-06,0,1.26114888227854e-06,1.86997937717162e-06,0,0,0,0,0,4.34878924923633e-07,2.52229776455707e-06,6.5231838738545e-07,0,0,0,6.08830494893086e-07,0,6.95806279877813e-07,7.8278206486254e-07,0,0,0,0,0,0,0,1.91346726966399e-06,0,0,0,0,0,0,0,0,4.78366817415996e-07,5.2185470990836e-07,0,0,0,0,0,0,0,0,0,0,0
"PRISM.7147",9.08244521963661e-06,0,7.75420991872669e-05,0.000301629741243218,0.000297626523350232,0.000103667145436871,0.000919143456227225,0.000387687355948514,3.79495800259975e-06,8.08048374699899e-05,2.50606068098508e-05,0.000106409233993628,0.000133517729725613,9.2120291514327e-05,3.05447839233639e-06,3.2164583070815e-06,1.63599713892563e-05,7.64198097779615e-05,5.85441691864474e-06,0.000240563313384311,1.13385940321578e-06,7.54479302894909e-05,0.00958228052655829,1.29583931796089e-06,3.07761838015712e-06,3.94999592099865e-05,3.57512811830282e-06,6.03953682121059e-06,3.58207011464904e-05,8.80707936456992e-05,7.75189591994462e-07,4.62799756414604e-07,0.000117018918409433,4.43940666340709e-05,6.36349665070081e-07,0.0279093012904975,4.95195739363627e-06,1.60013015780349e-05,0.0021616103922796,0.00034922869619046,2.73861755858342e-05,0.000346451897651973,7.09240626705381e-06,3.39232221451905e-05,4.82468746062225e-06,9.71879488470669e-07,0.000710987695785846,0.00452098669046908,9.33698508566464e-06,0.0130319089209154,9.68408490297559e-06,2.23300882470047e-06,5.24699223835058e-05,1.75169707802928e-05,1.07948043183706e-05,1.07600943366395e-06,0.00327320912721184,1.85351302444049e-05,1.18013937885724e-05,9.34855507957501e-06,1.13385940321578e-06,2.97348843496383e-06,2.69580858111507e-06,0.0197293271658632,3.87710495936335e-05,0.0198492270127563,0.00019077762958801,1.94722997511445e-05,7.89883484260626e-05,2.57895164262038e-05,0.000350015455776365,5.30021421033825e-05,1.04129945193286e-06,2.59630663348593e-05,0.00253287992686931,0.000178444016079561,0.00759249611384152,1.12228940930542e-06,9.26062312585623e-05,0.00472877221110532,0.00227872187064032,2.19829884296937e-05,5.48070611533995e-05,0.0142531217781544,1.40112626254521e-05,2.45168170960637e-05,0.00147362384438756,2.28507379729711e-05,0.000486946333705536,3.34604223887759e-05,1.53880919007856e-06,9.60309494560304e-07,8.60229047235646e-05,0.00117443537185943,6.68514248140896e-05,7.84445587122754e-06,0.000300623151773017,1.90904899521024e-06,2.05830191665395e-05,0.000161841074818187,0.000128380652429411,0.000842052586802462,2.22722382774528e-05,0.0100089819019726,3.87594795997231e-06,1.88590900738951e-06,2.186728849059e-06,3.62140809394428e-06,1.55037918398892e-06,3.81809799042048e-07,6.21308672986606e-06,1.17204038311999e-05,3.96503691308212e-05,1.53649519129649e-05,1.07022443670877e-05,3.59826810612355e-06,0.000143282804585961,3.65611807567537e-06,3.00588441791285e-05,1.01584546533006e-05,2.36027875771448e-05,0.00045600816998922,1.42889424793009e-05,2.7536585506669e-06,0.000174741618028244,1.01006046837487e-05,5.77342696127219e-06,5.4378971378716e-07,1.86739701713293e-05,0.000122456815547304,4.33874771638691e-06,5.34880818476179e-05,0.000141790275371524,0.000680037962075619,0.00234620964511948,2.34870876380412e-06,3.03133840451566e-06,6.36118265191873e-05,1.56194917789929e-06,3.54388913474483e-05,1.49484321321917e-05,2.80919452143665e-05,1.97268396171725e-05,2.89134147820024e-05,0.00203795029736562,5.32219719876795e-07,2.0883839008209e-05,3.07761838015712e-06,2.58473663957556e-05,1.76442407133068e-05,0.00038471386751355,1.39996926315418e-06,2.50606068098508e-05,2.73398956101927e-05,9.63896192672517e-05,9.09401521354697e-06,0.000107878623220244,1.12691740686956e-05,8.21469567635923e-07,1.16741238555584e-05,8.95517528662259e-06,3.70239805131683e-07,4.10156284122443e-05,3.47099817310953e-07,2.17515885514864e-05,4.54700760677349e-06,0.000647965938956087,0.000227280960375212,6.28250669332825e-05,0.000362117669406607,0.0175163228606338,5.95854686383803e-06,0.00056217443411073,3.81809799042048e-07,8.61501746565786e-05,9.90391478727253e-06,3.91065794170341e-06,7.19537921285606e-05,2.56275365114587e-05,0.000198448535550582,4.46023265244575e-05,4.1258598284362e-05,0.00870060071061283,2.57663764383831e-05,1.48327321930881e-05,0.000101850656392944,1.15699939103651e-07,9.67251490906523e-06,1.26922833196705e-05,7.6246259869306e-06,2.62638861765288e-06,0.00064201896208616,1.12460340808749e-05,0.0130757823378235,2.93646445445066e-05,0.000271478337112807,0.00692782310367887,0.000436605290201538,9.05930523181588e-06,0.0103373267591548,8.39981557892507e-06,1.06906743731774e-05,7.01141630968125e-06,4.18139579920595e-05,1.02972945802249e-06,8.90889531098113e-07,0.000148489301845626,8.44609555456653e-07,2.53267166697892e-05,0.000164722003301868,0.016878908756124,2.97811643252798e-05,1.83962903174805e-06,1.35368928751272e-06,0.00517082696843864,2.7189485689358e-06,1.96689896476207e-05,2.93877845323274e-06,1.51566920225783e-06,1.5908741626752e-05,6.90728636448797e-05,0.000213570517591429,1.92061898912061e-05,4.72055751542896e-06,0.000115584239164547,3.17827732717729e-05,6.01639683338985e-07,2.99662842278456e-06,0.00136397501209903,3.71165404644513e-05,2.96191844105347e-06,3.40157820964734e-06,0.00262482666847498,0.000390961664225147,7.05769628532271e-07,0.000299952092126215,0.0573535705330952,7.93007382616424e-05,3.81809799042048e-07,0.0100941833371285,1.80491905001696e-06,3.07646138076608e-05,4.85939744235334e-07,9.44111503085793e-06,1.07600943366395e-06,3.26273828272296e-06,1.38839926924381e-06,4.4775876433113e-06,3.70239805131683e-07,4.70435952395445e-05,1.39996926315418e-06,1.20327936667797e-06,1.27269933014016e-06,2.24457881861083e-06,1.27269933014016e-06,1.50409920834746e-07,3.04290839842602e-06,2.78836853239799e-06,4.19990778946253e-06,1.96689896476207e-07,6.15523676031424e-06,6.71059646801176e-07,5.55012607880214e-05,1.94375897694134e-06,1.4925292144371e-06,1.11303341417712e-05,3.70239805131683e-07,5.9006968942862e-07,5.36153517806319e-05,4.4428776615802e-06,1.9900389525828e-06,2.37184875162485e-06,2.37184875162485e-06,3.47099817310953e-07,1.24955934231943e-06,1.457819232706e-06,2.31399878207302e-07,6.59489652890811e-07,1.4925292144371e-06,2.66109859938397e-07,8.21469567635923e-07,7.31802114830593e-05,4.18833779555217e-06,2.16358886123827e-06,1.13154540443371e-05,4.98666737536736e-06,1.46938922661637e-06,4.39659768593874e-07,1.33054929969199e-06,1.07600943366395e-06,8.56179549367018e-07,1.16856938494688e-06,1.51566920225783e-06,2.31399878207302e-07,2.90406847150164e-06,1.15699939103651e-06,6.59489652890811e-07,4.82468746062225e-06,1.02972945802249e-06,4.30403773465582e-06,0.000228518949723621,7.75189591994462e-07,1.86276901956878e-06,9.71879488470669e-07,3.73710803304793e-06,2.30242878816266e-06,2.31399878207302e-07,8.90889531098113e-07,4.39659768593874e-07,2.54539866028032e-07,4.85939744235334e-07,2.77679853848763e-07,6.94199634621906e-07,2.77679853848763e-07,2.19829884296937e-07,1.44624923879564e-06,1.55037918398892e-06,2.7189485689358e-06,2.36027875771448e-06,3.11232836188821e-06,6.14482376579491e-05,3.6792580634961e-06,2.79993852630836e-06,4.97509738145699e-07,5.6692970160789e-07,2.2561488125212e-06,7.33537613917148e-06,0,1.42310925097491e-06,1.15699939103651e-06,4.09577784426925e-05,4.39659768593874e-07,6.94199634621906e-07,3.25116828881259e-06,1.14542939712615e-06,2.91563846541201e-06,8.79319537187748e-07,2.04788892213462e-06,4.00321789298633e-06,1.86276901956878e-06,2.07102890995535e-06,1.23798934840907e-06,1.68921911091331e-06,9.02459525008478e-07,4.28089774683509e-07,2.7536585506669e-06,1.00658947020176e-06,1.73549908655477e-07,3.06604838624675e-06,1.27269933014016e-07,3.05447839233639e-06,2.63795861156324e-06,6.61803651672884e-06,1.04129945193286e-06,6.59489652890811e-07,9.14029518918843e-07,3.9453679234345e-06,2.40655873335594e-06,4.97509738145699e-07,1.50409920834746e-07,1.38839926924381e-06,1.60822915354075e-06,1.37682927533345e-06,0,2.04788892213462e-06,1.48095922052673e-06,3.70239805131683e-07,2.31399878207302e-07,7.05769628532271e-07,1.66607912309258e-06,2.31399878207302e-07,5.32219719876795e-07,0,1.61979914745111e-06,1.02972945802249e-06,1.2611293362298e-06,7.86759585904827e-07,5.78499695518255e-07,3.25116828881259e-06,1.35368928751272e-06,2.86935848977055e-06,0,1.01815946411213e-06,1.00658947020176e-06,0,2.84621850194982e-06,0,0,4.85939744235334e-07,1.41153925706454e-06,7.86759585904827e-07,6.47919658980446e-07,7.86759585904827e-07,1.33980529482028e-05,4.04949786862779e-07,5.2064972596643e-07,5.2064972596643e-07,4.39659768593874e-07,7.98329579815192e-07,2.42969872117667e-07,2.74208855675653e-06,1.50409920834746e-07,0,4.74369750324969e-07,1.38839926924381e-07,0,7.86759585904827e-07,4.51229762504239e-07,1.85119902565842e-06,1.38839926924381e-07,1.73549908655477e-07,6.36349665070081e-07,4.39659768593874e-07,4.62799756414604e-07,2.66109859938397e-07,2.08259890386572e-07,1.14542939712615e-06,6.94199634621906e-07,4.39659768593874e-07,9.71879488470669e-07,1.23798934840907e-05,0,8.39403058196988e-05,1.15699939103651e-07,1.61979914745111e-07,4.04949786862779e-07,6.59489652890811e-07,8.44609555456653e-07,3.23959829490223e-07,5.55359707697525e-07
